,IC,rankIC
0,0.0,0.0
1,0.13504570704861205,0.1575157172934533
2,0.11487029277978632,0.1348228153675471
3,0.27295557270763204,0.3553675200426887
4,0.23640344659511647,0.21616260601249157
5,0.11326147989295055,0.022069325472511836
6,0.22814254121497013,0.25592705750005773
7,0.3162220182257286,0.38300873841464267
8,0.31405236843227424,0.28718919555132477
9,0.3681096678533653,0.39383483370452066
10,0.366448177780424,0.4194444031373707
11,0.4105240483994544,0.44475066202133706
12,0.3052677878460862,0.23302041861135608
13,0.19557424098788698,0.02564968704535392
14,-0.014049947930955847,-0.2455659841819513
15,0.052514143738670374,-0.23913098088262152
16,0.10584893064048667,-0.20640947508049418
17,0.15100253734786492,-0.28212649097982584
18,0.036722465403913704,-0.5048236771331445
19,-0.005039368289019713,-0.5453707881205452
20,-0.034445329513287104,-0.6097973696028601
21,-0.1391308201247688,-0.6335182389623499
22,-0.2613985300449213,-0.7438788127847847
23,-0.16356862842711756,-0.6574118230200907
24,-0.1472711424016731,-0.7010779382960705
25,-0.1581485410195893,-0.7415217893420666
26,-0.21525932800606892,-0.8292468006290968
27,-0.1839515476016685,-0.8265733418747414
28,-0.11568709906634446,-0.8019003547747479
29,-0.03189893622788492,-0.6869385460349043
30,-0.01563401154127438,-0.698623725212562
31,0.1414639578663347,-0.5165399153193129
32,0.20594889076041098,-0.5122768457972879
33,0.35636325841601924,-0.2990745766701292
34,0.45824021805995446,-0.17231918782827757
35,0.30432004022284403,-0.36216286965840566
36,0.26125093088090695,-0.4348854607924894
37,0.025066547134412087,-0.7428407542477506
38,-0.047097520356436856,-0.832404627395777
39,0.1240969224490415,-0.6519878179853303
40,0.25536541876359653,-0.5923634002245052
41,0.4315403104709406,-0.39683255573016346
42,0.5194195947724353,-0.3346818729143112
43,0.7084841256956221,-0.16908719675370332
44,0.7242012324461405,-0.16553978245525894
45,0.6155029803987246,-0.38191137065183517
46,0.609583212475365,-0.3759829330454643
47,0.8240167501113473,-0.150711776279841
48,0.9728211101300255,0.018970753473169538
49,1.0704039948828166,0.02067840015195642
50,1.1293639567878588,0.14309829789448275
51,0.9870308482787277,0.06440669735332562
52,1.0267989177427872,0.11335249481913409
53,0.9577645450838272,-0.07286249591788105
54,0.8918238231062676,-0.43239177264249207
55,0.8336380032285046,-0.40796175744917457
56,0.7852755438123474,-0.3080880286030148
57,0.8027132176174618,-0.33662938761665806
58,0.7811879819225704,-0.3737937807811111
59,0.8018088382135704,-0.3052653321315046
60,0.7978749871556307,-0.2721636311510807
61,0.853201928885444,-0.21498684994081357
62,0.8688354100325391,-0.1609646433857905
63,0.8584292503809059,-0.2181915245773953
64,0.8520923416835292,-0.21755728296573468
65,0.8270513362156455,-0.41361505230291395
66,0.8014515418636524,-0.36259350672691054
67,0.7906286120134797,-0.2181743982629738
68,0.7839884280755728,-0.14779205726777409
69,0.7725272811261563,-0.30622015559039983
70,0.7172383915481876,-0.07397650912171921
71,0.6768521844496221,0.0665482615452177
72,0.6522478236509466,0.05685519853396788
73,0.6415537964625863,0.028923256060925905
